,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210
04000103872707,-2.8636951659657996,-3.1226422956487,-3.09012431848087,-3.22600919602597,-5.066305997951821,-5.804600787014639,-10.2553199653243,-10.2553199653243,-8.63551921352354,-8.47150083406868,-5.16535169963127,-3.4126032673453097,-2.54507720330596,-3.0025834299514504,-3.49213245721547,-3.2304595930710502,-4.14626578855449,-6.4360062941863605,-6.96389838511523,-8.50166570621658,-8.04658772305744,-7.219877363992291,-4.27001111446439,-3.09234976731052,-2.9993230912692304,-2.7274024526322598,-2.9194849388261903,-3.5422146398917995,-4.4611472445461295,-5.76946346243963,-7.25446683487765,-7.93077933281012,-8.610763741139719,-7.49166857114398,-4.27001111446439,-3.17643918824974,-2.9917567196427597,-3.16511370444462,-3.31553833860725,-3.7558064603188503,-3.9048480020129297,-5.28805614457913,-8.55836727708792,-10.2553199653243,-10.2553199653243,-6.36847735076892,-4.35999551439058,-3.2085535228097797,-2.8766574695266605,-2.75223318724504,-2.91039610964043,-3.65660976192621,-4.22680821636197,-8.58506764278745,-10.2553199653243,-8.58506764278745,-6.899609955227589,-4.764085426905139,-3.52847092990471,-2.9392217134275196,-2.7004873317467797,-3.1847633500507198,-3.57773540995751,-4.26926309380402,-7.31991281747442,-10.2553199653243,-10.2553199653243,-10.2553199653243,-7.62051989657907,-6.505841180974441
04000103959959,-4.06716976851509,-4.1355425112515,-4.10304761151417,-4.11469764583689,-5.169417431513,-6.39226679637952,-8.305528947174821,-8.557027837622782,-8.717837898493691,-7.72099025049135,-5.4482239984910406,-4.12793280778971,-3.6680156070739103,-3.91324389329408,-3.95896845240448,-4.12437120355089,-4.413076465545901,-6.04021573363055,-9.051412068997461,-8.97909334825344,-9.094761277401481,-8.735438063869669,-5.34504167805495,-4.16586382836289,-4.12612023744368,-4.02624425979175,-3.6790771205081403,-4.1125965950547005,-4.68681926218078,-5.58034639962186,-8.97909334825344,-9.00426657169309,-9.07352925210969,-6.58166541208241,-5.34504167805495,-4.10190783689183,-4.02150299960329,-3.94387938873783,-3.89147488112872,-4.504604984120831,-4.68365172425031,-5.537706958317799,-7.5167195262226105,-9.051412068997461,-9.27598643041817,-8.97909334825344,-5.39905082113734,-4.528689452311269,-4.29367356283486,-4.11451738269646,-4.06253889651322,-4.64336153946204,-5.30665214428029,-8.841696801010778,-8.841696801010778,-8.841696801010778,-8.02386516945154,-5.57740432021587,-4.38433848279483,-4.3519055384924,-3.88013318939911,-3.90305016780568,-4.342179742795779,-4.86380696899638,-6.82994132980762,-8.23044709547434,-9.25393008813285,-8.86562902088942,-6.09652816004184,-5.4482239984910406
04000105168336,-2.99273307443535,-3.26591366071177,-3.2295789311366896,-3.3520414239815897,-5.38958550229647,-6.93230931283008,-10.2553199653243,-10.2553199653243,-8.04658772305744,-7.006390971224571,-5.423039901391231,-3.7214762446767997,-2.6882578150294,-3.13508113524876,-3.53152770310571,-3.3661317619869,-4.48397265672526,-8.55836727708792,-10.2553199653243,-10.2553199653243,-7.198472931805441,-6.332842475074941,-4.3054268876552895,-3.1263398449906097,-2.97998118057985,-2.9120993117350604,-3.01705656350258,-3.59154588391599,-4.64567049680581,-5.8176904235892,-10.2553199653243,-10.2553199653243,-8.610763741139719,-6.4360062941863605,-4.3054268876552895,-3.0595849367344,-2.94896608965769,-3.15083956606821,-3.3295109400966503,-3.60908158845633,-4.20273389734637,-5.25749548307213,-8.55836727708792,-10.2553199653243,-6.75045524779138,-4.99768502919245,-3.7422273980415297,-3.2835209018323797,-2.8714523682456297,-2.70685600554022,-2.76964605460217,-3.46825273455042,-4.21647026547631,-6.00659427075593,-7.3509339023819,-7.13880729802669,-6.2240589803060695,-4.19610956268192,-3.4713790906599904,-2.9917567196427597,-2.65563855220189,-3.27062952224737,-3.6295532100935,-4.1761551593196895,-5.7056293914293805,-6.2723337444337,-10.2553199653243,-10.2553199653243,-6.21094311160033,-5.58199771388705
04000105458646,-2.39874328209752,-2.48811365779002,-2.54877840343051,-2.55598539430677,-3.80551855386683,-4.53678437249876,-8.59782400249323,-8.997927254989051,-7.83107350921582,-5.88582791625967,-4.05487442628262,-2.75706782357425,-2.18009983276231,-2.35178741649846,-2.66155517903663,-2.5407733765605096,-3.3420602447235095,-5.3036827652183,-8.230506751654751,-9.023816854265231,-8.03232230553581,-5.09270391615561,-3.32768571466777,-2.51849520349298,-2.6559251372611,-2.2389620908434797,-2.32930866622175,-2.77237558562976,-3.39415112061071,-4.2635083932447095,-6.304963299443999,-10.2553199653243,-8.00483737628662,-4.80645454421603,-3.32768571466777,-2.7297506615024,-2.4771475019512503,-2.43152019843368,-2.50260048417081,-2.81297824900765,-3.0097082377501296,-4.01102070038071,-7.092118597797639,-10.2553199653243,-8.51741575130465,-4.438685487515401,-3.3406600956712995,-2.8609257054811903,-2.4667694783126297,-2.2640431205321403,-2.3465772171090697,-2.96557815689872,-3.3966085659410297,-6.31556502182743,-8.230506751654751,-10.2553199653243,-5.4834886439610395,-3.71668377258725,-2.8566626968302202,-2.57812203195125,-2.232796020435,-2.54290153385237,-2.9299775321033903,-3.36936240671037,-5.369886546784951,-7.52022530073855,-7.36580239228983,-10.2553199653243,-5.473305467542129,-4.06442437242508
04000105633883,-4.36819100353833,-4.6806525639087,-4.62646719788382,-4.60229632338037,-5.75389117148535,-7.590046732872231,-8.610763741139719,-10.2553199653243,-7.6784229741552,-7.006390971224571,-6.07244751167943,-4.851167992603,-4.2372541578495,-4.43345111538968,-4.81623178368627,-4.7137990353443495,-5.84633025816887,-10.2553199653243,-10.2553199653243,-8.50166570621658,-8.63551921352354,-7.49166857114398,-5.672080250998531,-4.600407230088151,-4.7338848448807,-4.19194826943602,-4.28089554946091,-4.75948548008341,-5.8245287591556,-8.610763741139719,-8.50166570621658,-10.2553199653243,-8.610763741139719,-7.86609001560568,-5.672080250998531,-4.63003214227296,-4.6794457684240305,-4.4597893008836795,-4.66270178814305,-5.59127031237817,-5.771088316721901,-7.10744789867424,-10.2553199653243,-8.58506764278745,-6.75045524779138,-6.471561570056901,-5.52659483771437,-5.05776992636856,-4.71052781451891,-4.44771628864064,-4.64506756864766,-5.032590380350969,-5.56546210410372,-10.2553199653243,-8.58506764278745,-10.2553199653243,-8.53059249133007,-5.78631129147665,-4.92727182081682,-4.53531554798433,-4.2816775612924705,-4.518952712831269,-4.99437454026767,-5.78631129147665,-7.961313169440169,-10.2553199653243,-10.2553199653243,-8.610763741139719,-7.99074658066602,-7.28778313769205
04000105635698,-2.00569386183691,-2.0476247236236,-2.1546587438493003,-2.18004051080379,-3.57031155345438,-3.7120391557512797,-6.5906196233144705,-6.339528794126901,-6.138430979283191,-5.539729620130339,-3.7327658199152003,-2.44946820998806,-1.69907114932437,-1.92921176033847,-2.2820753945012098,-2.1450069231883,-2.8888322104358304,-4.11149101052116,-6.2561604010686604,-8.06866920257496,-6.71326577884688,-4.51062322251706,-2.9264024455696296,-2.02780563576234,-1.9525825074845702,-1.77061760029846,-1.80846219422912,-2.19267438220154,-2.8703943180755003,-3.9128325369217096,-6.0926519258223095,-10.2553199653243,-6.5057448476433395,-4.447104940277289,-2.9264024455696296,-2.1708286846516,-2.16628977826079,-2.1280618131657,-2.2290303563627596,-2.58889150512687,-2.7416885125508896,-3.83630253723524,-7.28768955668068,-8.735773455748921,-8.09975810657876,-4.187262806361709,-3.0550390552612297,-2.4143373312304397,-2.14514547208387,-1.8376452185282999,-2.02947643191077,-2.60018864016646,-3.1383557640355293,-6.65250173840628,-8.15849238923437,-8.15849238923437,-5.29804553920464,-3.39816297335988,-2.4633480013476,-2.2627020316822,-1.97264504681585,-2.35745095524278,-2.81160957769096,-3.33275171593683,-5.44523382441164,-6.81541437054068,-8.06866920257496,-7.55837521584898,-4.32608731762124,-3.39751569254923
04000106202910,-3.3993134057857697,-3.7558064603188503,-4.03830035979944,-3.88196678139015,-5.46898623556149,-6.93230931283008,-10.2553199653243,-10.2553199653243,-7.409926141257,-6.5510502276428,-5.4993636790444,-3.9543561713504203,-3.0594771369324,-3.3882968208657402,-3.7849610479809304,-3.6904643449198504,-4.545332756139941,-8.55836727708792,-10.2553199653243,-10.2553199653243,-10.2553199653243,-8.47150083406868,-5.31847653659683,-3.8502714103616897,-3.63179719024848,-3.3882968208657402,-3.7288753712988596,-4.44771628864064,-5.539827391238981,-7.64995729028478,-5.90619470244192,-10.2553199653243,-7.64995729028478,-7.86609001560568,-5.31847653659683,-3.95492026571224,-3.5231439579008597,-3.78806738912261,-4.20079934079476,-4.61070547300067,-4.53394170551258,-6.0378823518649005,-10.2553199653243,-10.2553199653243,-8.53059249133007,-6.586506502476139,-4.7820289761019,-3.74178606479953,-3.2831155205218305,-3.26542475508336,-3.34368154506922,-4.2470787668899,-4.5706572216064805,-5.78631129147665,-7.13880729802669,-10.2553199653243,-7.07497881951175,-5.23161845978718,-4.32729447883865,-3.44781092193097,-3.27490821001342,-4.03354144962432,-4.44030356685633,-5.23161845978718,-6.4360062941863605,-6.7462651245124805,-10.2553199653243,-10.2553199653243,-7.3509339023819,-6.62068728278772
04000106331941,-4.86948184645617,-4.880480783946,-5.15281045765436,-5.15563808382297,-6.83055972391045,-8.55836727708792,-10.2553199653243,-10.2553199653243,-8.63551921352354,-7.49166857114398,-6.505841180974441,-5.08359989450858,-4.74645818139242,-5.08359989450858,-5.35213062861547,-5.35213062861547,-5.84633025816887,-10.2553199653243,-10.2553199653243,-10.2553199653243,-7.409926141257,-6.5510502276428,-5.539827391238981,-4.9598998722531595,-4.851167992603,-4.59625078199442,-4.69647489076899,-5.42849801629926,-5.672080250998531,-6.99444777296483,-10.2553199653243,-10.2553199653243,-8.610763741139719,-7.86609001560568,-5.539827391238981,-5.28805614457913,-5.22784114616142,-5.14989998009745,-5.21952752562382,-6.586506502476139,-6.899609955227589,-7.961313169440169,-10.2553199653243,-10.2553199653243,-7.28778313769205,-6.586506502476139,-5.83700167978014,-5.7203594593721,-5.10592520440499,-4.68132363566886,-4.736523242755269,-5.7203594593721,-6.00659427075593,-10.2553199653243,-10.2553199653243,-10.2553199653243,-7.93077933281012,-6.81507629528155,-5.494090143628321,-5.13651553839282,-4.893532066702,-5.13735189883367,-5.75389117148535,-6.00659427075593,-10.2553199653243,-10.2553199653243,-10.2553199653243,-8.610763741139719,-7.99074658066602,-6.75045524779138
04000106392174,-3.2637154652844798,-3.77027750916489,-3.9807039278469105,-3.74242744130935,-5.35213062861547,-8.55836727708792,-10.2553199653243,-10.2553199653243,-8.63551921352354,-7.86609001560568,-5.771088316721901,-3.74178606479953,-2.65318433019452,-3.2247340011847503,-3.62156541300315,-3.48151991315199,-4.2120722233697006,-8.55836727708792,-8.58506764278745,-6.36847735076892,-8.04658772305744,-6.5510502276428,-4.48963235280861,-3.43118841405891,-3.30538286188281,-3.2247340011847503,-3.24644558787994,-4.21039412683631,-4.4611472445461295,-7.380916985692,-8.50166570621658,-10.2553199653243,-8.610763741139719,-6.4360062941863605,-4.48963235280861,-3.6842035383661003,-3.17643918824974,-3.35014759125557,-3.5606487267463303,-4.00771750677794,-4.22466054382423,-6.0378823518649005,-7.961313169440169,-10.2553199653243,-7.55846721968675,-6.71640070105124,-4.324999105401029,-3.40769448393008,-2.9497143701035102,-2.9677584681534506,-3.0280984157374196,-3.71479694596363,-5.4531183313817895,-10.2553199653243,-10.2553199653243,-8.58506764278745,-8.53059249133007,-4.13740257127671,-3.50733121437469,-2.9889218230323196,-2.64644766737005,-3.0948882136929305,-3.50733121437469,-4.764085426905139,-7.590046732872231,-10.2553199653243,-10.2553199653243,-8.610763741139719,-6.37481669231197,-5.672080250998531
04000106643501,-2.73572971193847,-3.0888944999288,-3.10555660942085,-3.17198858331096,-5.8103972607584,-7.10744789867424,-10.2553199653243,-10.2553199653243,-8.63551921352354,-8.47150083406868,-4.53394170551258,-3.27062952224737,-2.27703243012781,-2.87692743724165,-3.38248192869281,-3.12876298230897,-4.46920338900546,-7.590046732872231,-10.2553199653243,-7.89906710788396,-10.2553199653243,-7.219877363992291,-4.98405703913334,-3.6048882842386,-3.08775085444587,-2.6625875788887097,-2.87405153225505,-3.6981700589398,-5.00802930298385,-6.84579143522176,-10.2553199653243,-10.2553199653243,-8.610763741139719,-7.219877363992291,-4.98405703913334,-3.2304595930710502,-3.1615260227896296,-3.31196397612629,-3.3295109400966503,-3.95375213743296,-3.91293101785092,-5.456666720732371,-8.55836727708792,-10.2553199653243,-10.2553199653243,-6.18957998347507,-4.42119028079674,-3.32773346993025,-2.8766574695266605,-2.67855479646418,-2.78858041015207,-3.7081619644377,-4.02941496491138,-7.3509339023819,-10.2553199653243,-7.99074658066602,-5.88098712005548,-4.4086480738670994,-3.34368154506922,-2.9665274037207,-2.55263919565411,-3.2005604141772097,-3.76205155385194,-4.72913628103929,-7.961313169440169,-8.63551921352354,-10.2553199653243,-10.2553199653243,-7.13880729802669,-6.40283643865978
04000106832765,-3.11079479932495,-3.38248192869281,-3.30260342717856,-3.25605961218108,-4.86664990861116,-6.783321100181169,-10.2553199653243,-10.2553199653243,-7.198472931805441,-6.5510502276428,-5.46047380201116,-4.08040297041984,-2.97279777469591,-3.4946093224543,-3.95375213743296,-3.72237019813092,-4.85860257063427,-7.31991281747442,-10.2553199653243,-8.50166570621658,-8.04658772305744,-6.5510502276428,-4.40650143450325,-3.4265096452253996,-3.30981319809109,-3.1129577155198995,-3.30449914512636,-3.748648714975,-4.75250150709573,-5.558058488567231,-6.275033457020251,-7.55846721968675,-6.405899791709451,-5.2149385389462,-4.40650143450325,-3.3002388222997303,-3.39843366345501,-3.4080104535224103,-3.49213245721547,-4.0453834110675,-4.21363712456094,-5.7056293914293805,-10.2553199653243,-10.2553199653243,-7.28778313769205,-5.42566777362641,-4.186082589549851,-3.5839459998453904,-3.0912016517989502,-2.87405153225505,-2.91348530263766,-3.4946093224543,-4.1092928917173,-8.58506764278745,-7.3509339023819,-6.57091111162959,-5.8245287591556,-4.600407230088151,-3.71590706888524,-3.29830829581784,-2.98317896406457,-3.36926827841017,-3.73542313898063,-4.247810369923981,-6.10582318005713,-6.7462651245124805,-10.2553199653243,-8.610763741139719,-5.176404354345951,-4.75250150709573
04000106917285,-3.5876030197639706,-3.86179820320814,-4.14234214329905,-4.06966602120427,-6.332842475074941,-8.55836727708792,-10.2553199653243,-10.2553199653243,-10.2553199653243,-8.47150083406868,-6.07244751167943,-4.09978025360659,-3.24748577090402,-3.60162295832181,-4.07459411104134,-3.95492026571224,-4.736523242755269,-6.4360062941863605,-7.99074658066602,-8.50166570621658,-10.2553199653243,-7.006390971224571,-4.851167992603,-3.8502714103616897,-3.6820536962638997,-3.54950276222866,-3.79636627589402,-4.44771628864064,-5.62602496729481,-6.0378823518649005,-10.2553199653243,-10.2553199653243,-10.2553199653243,-8.47150083406868,-4.851167992603,-3.89922851567007,-3.7756364719601,-3.85742800645815,-3.91932811339566,-4.05502581377199,-4.549158791317059,-6.10582318005713,-10.2553199653243,-10.2553199653243,-7.55846721968675,-6.471561570056901,-4.47299398023995,-3.8888753741128905,-3.4629020413844103,-3.36109908726912,-3.5032307716623903,-4.10961154338339,-4.71210932713419,-7.99074658066602,-10.2553199653243,-7.62051989657907,-7.07497881951175,-5.23161845978718,-4.40119756918338,-3.7982722874287598,-3.42747587196423,-3.9543561713504203,-4.3038259307050195,-4.69536744328548,-6.93230931283008,-8.63551921352354,-10.2553199653243,-10.2553199653243,-5.56546210410372,-5.28591826374248
04000108040425,-4.57326342139532,-4.75376635982578,-4.75934001465976,-4.859810622882111,-6.05244254667104,-6.5280066019167995,-10.2553199653243,-10.2553199653243,-10.2553199653243,-10.2553199653243,-6.49490728469633,-5.01763617570097,-4.48353911011366,-4.59129496860958,-4.88476907211434,-4.79555569876499,-5.6047255009287795,-8.275544035824371,-8.86406370714931,-10.2553199653243,-10.2553199653243,-7.173238713268441,-5.43770085060415,-4.71534611228035,-4.76179597576546,-4.40768616486006,-4.52907535133045,-4.94654366144465,-5.813465411532801,-6.845650198507969,-8.2158004862748,-10.2553199653243,-8.88781983140804,-10.2553199653243,-5.43770085060415,-4.62507692302521,-4.69461336654395,-4.64661505036296,-4.79555569876499,-5.0723952878482095,-5.12622266920673,-6.99859047175549,-10.2553199653243,-8.86406370714931,-10.2553199653243,-7.207909142844599,-5.705484870486879,-5.12622266920673,-4.67824550360987,-4.497923098830309,-4.491294297133139,-5.03493472016691,-5.38122579116084,-8.30374108234203,-8.86406370714931,-10.2553199653243,-7.241306123718609,-5.842070663564559,-4.87856741450833,-4.77761317040865,-4.37108882942585,-4.81637250258354,-5.1988957870438,-5.842070663564559,-8.275544035824371,-8.91066229106394,-8.78664932284348,-8.88781983140804,-7.157966632330071,-5.93453316177999
